date_hr,residual,season,weathersit_grouped,hr,weekday,temp_bin,hum_bin
2012-03-28_17,-6.5565185546875,2,1,17,3,1,0.0
2012-03-28_18,28.35443115234375,2,1,18,3,1,0.0
2012-03-28_19,1.511627197265625,2,1,19,3,1,0.0
2012-03-28_20,-2.696136474609375,2,1,20,3,1,0.0
2012-03-28_21,-0.61749267578125,2,1,21,3,1,0.0
2012-03-28_22,-0.0464935302734375,2,1,22,3,1,0.0
2012-03-28_23,1.4618911743164062,2,1,23,3,1,0.0
2012-03-29_0,-0.6037940979003906,2,1,0,4,1,0.0
2012-03-29_1,-1.1837615966796875,2,1,1,4,1,0.0
2012-03-29_2,0.15884113311767578,2,1,2,4,1,0.0
2012-03-29_3,-0.062349796295166016,2,1,3,4,1,0.0
2012-03-29_4,-0.07575416564941406,2,1,4,4,1,0.0
2012-03-29_5,0.06985092163085938,2,1,5,4,1,0.0
2012-03-29_6,-1.965545654296875,2,1,6,4,1,0.0
2012-03-29_7,5.81085205078125,2,1,7,4,1,0.0
2012-03-29_8,92.86077880859375,2,1,8,4,1,0.0
2012-03-29_9,-6.57293701171875,2,1,9,4,1,0.0
2012-03-29_10,-0.7584991455078125,2,1,10,4,1,0.0
2012-03-29_11,-1.8631134033203125,2,1,11,4,1,0.0
2012-03-29_12,-0.54986572265625,2,1,12,4,1,0.0
2012-03-29_13,-3.957275390625,2,1,13,4,1,0.0
2012-03-29_14,0.425933837890625,2,1,14,4,1,0.0
2012-03-29_15,-3.99267578125,2,1,15,4,1,0.0
2012-03-29_16,-5.077056884765625,2,1,16,4,1,0.0
2012-03-29_17,93.7135009765625,2,1,17,4,1,0.0
2012-03-29_18,69.94305419921875,2,1,18,4,1,0.0
2012-03-29_19,10.207611083984375,2,1,19,4,1,0.0
2012-03-29_20,-4.321014404296875,2,1,20,4,1,0.0
2012-03-29_21,2.2267913818359375,2,1,21,4,1,0.0
2012-03-29_22,-2.52642822265625,2,1,22,4,1,0.0
2012-03-29_23,-1.7193527221679688,2,1,23,4,1,0.0
2012-03-30_0,2.649028778076172,2,1,0,5,1,0.0
2012-03-30_1,0.6210803985595703,2,1,1,5,1,0.0
2012-03-30_2,0.02749919891357422,2,1,2,5,1,0.0
2012-03-30_3,-0.297421932220459,2,1,3,5,1,0.0
2012-03-30_4,0.02044975757598877,2,1,4,5,1,0.0
2012-03-30_5,-0.28903961181640625,2,1,5,5,1,0.0
2012-03-30_6,0.00148773193359375,2,1,6,5,1,0.0
2012-03-30_7,-3.073577880859375,2,1,7,5,1,0.0
2012-03-30_8,51.4757080078125,2,1,8,5,1,0.0
2012-03-30_9,3.707122802734375,2,1,9,5,1,0.0
2012-03-30_10,0.5092620849609375,2,2,10,5,1,0.0
2012-03-30_11,-3.445953369140625,2,2,11,5,1,0.0
2012-03-30_12,-2.3494873046875,2,2,12,5,1,0.0
2012-03-30_13,5.4618072509765625,2,3,13,5,1,0.0
2012-03-30_14,-0.4673614501953125,2,3,14,5,1,0.0
2012-03-30_15,1.750091552734375,2,3,15,5,1,0.0
2012-03-30_16,2.6632080078125,2,3,16,5,1,0.0
2012-03-30_17,21.944091796875,2,2,17,5,1,0.0
2012-03-30_18,-6.0672607421875,2,1,18,5,1,0.0
2012-03-30_19,4.52435302734375,2,1,19,5,1,0.0
2012-03-30_20,0.35504150390625,2,1,20,5,1,0.0
2012-03-30_21,-2.9187774658203125,2,1,21,5,1,0.0
2012-03-30_22,2.12615966796875,2,1,22,5,1,0.0
2012-03-30_23,2.0746536254882812,2,1,23,5,1,0.0
2012-03-31_0,0.5640335083007812,2,1,0,6,1,0.0
2012-03-31_1,0.06510162353515625,2,2,1,6,1,0.0
2012-03-31_2,0.73681640625,2,2,2,6,1,0.0
2012-03-31_3,-0.8695869445800781,2,1,3,6,1,0.0
2012-03-31_4,-0.2816448211669922,2,1,4,6,1,0.0
2012-03-31_5,-0.16114044189453125,2,1,5,6,1,0.0
2012-03-31_6,-0.40283775329589844,2,2,6,6,1,0.0
2012-03-31_7,-0.266876220703125,2,2,7,6,1,0.0
2012-03-31_8,2.1950531005859375,2,2,8,6,1,0.0
2012-03-31_9,-0.1904754638671875,2,2,9,6,1,0.0
2012-03-31_10,1.74676513671875,2,2,10,6,1,0.0
2012-03-31_11,6.015411376953125,2,1,11,6,1,0.0
2012-03-31_12,139.20086669921875,2,1,12,6,1,0.0
2012-03-31_13,140.32681274414062,2,1,13,6,1,0.0
2012-03-31_14,59.969329833984375,2,2,14,6,1,0.0
2012-03-31_15,109.28912353515625,2,2,15,6,1,0.0
2012-03-31_16,48.120269775390625,2,2,16,6,1,0.0
2012-03-31_17,59.199188232421875,2,1,17,6,1,0.0
2012-03-31_18,7.152008056640625,2,2,18,6,1,0.0
2012-03-31_19,0.9510498046875,2,1,19,6,1,0.0
2012-03-31_20,0.1591339111328125,2,2,20,6,1,0.0
2012-03-31_21,2.532806396484375,2,2,21,6,1,0.0
2012-03-31_22,0.958831787109375,2,2,22,6,1,0.0
2012-03-31_23,1.4470977783203125,2,2,23,6,1,0.0
2012-04-01_0,0.8832855224609375,2,2,0,0,1,0.0
2012-04-01_1,1.5572700500488281,2,2,1,0,1,0.0
2012-04-01_2,0.2847900390625,2,2,2,0,1,0.0
2012-04-01_3,-0.14174270629882812,2,2,3,0,1,0.0
2012-04-01_4,0.2336139678955078,2,2,4,0,1,0.0
2012-04-01_5,0.6610946655273438,2,2,5,0,1,0.0
2012-04-01_6,0.955535888671875,2,2,6,0,1,0.0
2012-04-01_7,-2.087158203125,2,2,7,0,1,0.0
2012-04-01_8,-0.14531707763671875,2,2,8,0,1,0.0
2012-04-01_9,1.942962646484375,2,2,9,0,1,0.0
2012-04-01_10,5.154876708984375,2,2,10,0,1,0.0
2012-04-01_11,3.1192626953125,2,2,11,0,1,0.0
2012-04-01_12,6.1466064453125,2,2,12,0,1,0.0
2012-04-01_13,11.98150634765625,2,2,13,0,1,0.0
2012-04-01_14,77.41555786132812,2,2,14,0,1,0.0
2012-04-01_15,85.90274047851562,2,1,15,0,1,0.0
2012-04-01_16,32.4229736328125,2,1,16,0,1,0.0
2012-04-01_17,76.59332275390625,2,1,17,0,1,0.0
2012-04-01_18,10.694915771484375,2,1,18,0,1,0.0
2012-04-01_19,-1.613037109375,2,1,19,0,1,0.0
2012-04-01_20,3.334808349609375,2,2,20,0,1,0.0
2012-04-01_21,-0.26470947265625,2,2,21,0,1,0.0
2012-04-01_22,2.0385513305664062,2,3,22,0,1,0.0
2012-04-01_23,-0.3940773010253906,2,3,23,0,1,0.0
2012-04-02_0,-0.6279315948486328,2,3,0,1,1,0.0
2012-04-02_1,-0.09437751770019531,2,3,1,1,1,0.0
2012-04-02_2,0.1396322250366211,2,3,2,1,1,0.0
2012-04-02_4,0.21980667114257812,2,1,4,1,1,0.0
2012-04-02_5,-0.07323074340820312,2,1,5,1,1,0.0
2012-04-02_6,-0.5724868774414062,2,1,6,1,1,0.0
2012-04-02_7,-1.267059326171875,2,1,7,1,1,0.0
2012-04-02_8,36.49884033203125,2,1,8,1,1,0.0
2012-04-02_9,1.606170654296875,2,1,9,1,1,0.0
2012-04-02_10,3.07806396484375,2,1,10,1,1,0.0
2012-04-02_11,3.9269561767578125,2,1,11,1,1,0.0
2012-04-02_12,3.414398193359375,2,1,12,1,1,0.0
2012-04-02_13,2.5870361328125,2,1,13,1,1,0.0
2012-04-02_14,-1.640625,2,1,14,1,1,0.0
2012-04-02_15,5.85137939453125,2,1,15,1,1,0.0
2012-04-02_16,-2.59393310546875,2,1,16,1,1,0.0
2012-04-02_17,95.1959228515625,2,1,17,1,1,0.0
2012-04-02_18,12.96746826171875,2,1,18,1,1,0.0
2012-04-02_19,0.00360107421875,2,1,19,1,1,0.0
2012-04-02_20,5.81884765625,2,1,20,1,1,0.0
2012-04-02_21,0.1581878662109375,2,1,21,1,1,0.0
2012-04-02_22,0.29517364501953125,2,1,22,1,1,0.0
2012-04-02_23,-1.3329086303710938,2,1,23,1,1,0.0
2012-04-03_0,1.3825664520263672,2,1,0,2,1,0.0
2012-04-03_1,0.04416084289550781,2,1,1,2,1,0.0
2012-04-03_2,-0.048773765563964844,2,1,2,2,1,0.0
2012-04-03_3,-0.20783782005310059,2,1,3,2,1,0.0
2012-04-03_4,-0.03133654594421387,2,1,4,2,1,0.0
2012-04-03_5,-0.5644149780273438,2,1,5,2,1,0.0
2012-04-03_6,0.6447372436523438,2,1,6,2,1,0.0
2012-04-03_7,0.451812744140625,2,1,7,2,1,0.0
2012-04-03_8,41.56982421875,2,1,8,2,1,0.0
2012-04-03_9,12.8172607421875,2,1,9,2,1,0.0
2012-04-03_10,-1.6824798583984375,2,1,10,2,1,0.0
2012-04-03_11,3.08984375,2,1,11,2,1,0.0
2012-04-03_12,3.007781982421875,2,1,12,2,1,0.0
2012-04-03_13,-2.159637451171875,2,1,13,2,1,0.0
2012-04-03_14,-1.465789794921875,2,1,14,2,1,0.0
2012-04-03_15,-0.556549072265625,2,1,15,2,1,0.0
2012-04-03_16,22.20849609375,2,1,16,2,1,0.0
2012-04-03_17,119.73175048828125,2,1,17,2,1,0.0
2012-04-03_18,161.88018798828125,2,1,18,2,1,0.0
2012-04-03_19,6.51611328125,2,1,19,2,1,0.0
2012-04-03_20,4.458892822265625,2,1,20,2,1,0.0
2012-04-03_21,0.67828369140625,2,1,21,2,1,0.0
2012-04-03_22,-0.8260345458984375,2,1,22,2,1,0.0
2012-04-03_23,0.1705322265625,2,1,23,2,1,0.0
2012-04-04_0,-0.37537384033203125,2,1,0,3,1,0.0
2012-04-04_1,-0.4136772155761719,2,1,1,3,1,0.0
2012-04-04_2,-0.2259998321533203,2,1,2,3,1,0.0
2012-04-04_3,0.004367351531982422,2,1,3,3,1,0.0
2012-04-04_4,-0.119803786277771,2,1,4,3,1,0.0
2012-04-04_5,0.051700592041015625,2,1,5,3,1,0.0
2012-04-04_6,-0.942230224609375,2,2,6,3,1,0.0
2012-04-04_7,4.156005859375,2,2,7,3,1,0.0
2012-04-04_8,123.6339111328125,2,2,8,3,1,0.0
2012-04-04_9,8.40081787109375,2,2,9,3,1,0.0
2012-04-04_10,2.01885986328125,2,2,10,3,1,0.0
2012-04-04_11,-0.2320556640625,2,2,11,3,1,0.0
2012-04-04_12,-3.1744384765625,2,2,12,3,1,0.0
2012-04-04_13,1.839263916015625,2,2,13,3,1,0.0
2012-04-04_14,1.89813232421875,2,2,14,3,1,0.0
2012-04-04_15,3.383209228515625,2,2,15,3,1,0.0
2012-04-04_16,-0.73834228515625,2,2,16,3,1,0.0
2012-04-04_17,118.5137939453125,2,1,17,3,1,0.0
2012-04-04_18,130.733154296875,2,1,18,3,1,0.0
2012-04-04_19,16.596405029296875,2,1,19,3,1,0.0
2012-04-04_20,6.953826904296875,2,1,20,3,1,0.0
2012-04-04_21,-3.930877685546875,2,1,21,3,1,0.0
2012-04-04_22,0.7050628662109375,2,1,22,3,1,0.0
2012-04-04_23,-1.5242919921875,2,1,23,3,1,0.0
2012-04-05_0,0.9806900024414062,2,1,0,4,1,0.0
2012-04-05_1,0.2790699005126953,2,1,1,4,1,0.0
2012-04-05_2,-0.07627677917480469,2,1,2,4,1,0.0
2012-04-05_3,-0.06799650192260742,2,1,3,4,1,0.0
2012-04-05_4,0.0065659284591674805,2,1,4,4,1,0.0
2012-04-05_5,0.32833290100097656,2,1,5,4,1,0.0
2012-04-05_6,0.7240142822265625,2,1,6,4,1,0.0
2012-04-05_7,-3.5235595703125,2,1,7,4,1,0.0
2012-04-05_8,76.70428466796875,2,1,8,4,1,0.0
2012-04-05_9,12.448760986328125,2,1,9,4,1,0.0
2012-04-05_10,4.3829193115234375,2,1,10,4,1,0.0
2012-04-05_11,-3.28387451171875,2,2,11,4,1,0.0
2012-04-05_12,-6.4569091796875,2,1,12,4,1,0.0
2012-04-05_13,2.52178955078125,2,1,13,4,1,0.0
2012-04-05_14,-4.578155517578125,2,1,14,4,1,0.0
2012-04-05_15,-2.45928955078125,2,1,15,4,1,0.0
2012-04-05_16,5.673370361328125,2,1,16,4,1,0.0
2012-04-05_17,193.045654296875,2,1,17,4,1,0.0
2012-04-05_18,88.88702392578125,2,1,18,4,1,0.0
2012-04-05_19,-3.40533447265625,2,1,19,4,1,0.0
2012-04-05_20,-1.715576171875,2,1,20,4,1,0.0
2012-04-05_21,-1.5040435791015625,2,1,21,4,1,0.0
2012-04-05_22,1.97039794921875,2,1,22,4,1,0.0
2012-04-05_23,2.157745361328125,2,1,23,4,1,0.0
2012-04-06_0,2.5316810607910156,2,1,0,5,1,0.0
2012-04-06_1,0.3707313537597656,2,1,1,5,1,0.0
2012-04-06_2,0.09576034545898438,2,1,2,5,1,0.0
2012-04-06_3,-0.015192985534667969,2,1,3,5,1,0.0
2012-04-06_4,0.19719839096069336,2,1,4,5,1,0.0
2012-04-06_5,0.07987403869628906,2,1,5,5,1,0.0
2012-04-06_6,-1.50799560546875,2,1,6,5,1,0.0
2012-04-06_7,1.7318572998046875,2,1,7,5,1,0.0
2012-04-06_8,3.877349853515625,2,1,8,5,1,0.0
2012-04-06_9,11.67962646484375,2,1,9,5,1,0.0
2012-04-06_10,1.6120452880859375,2,1,10,5,1,0.0
2012-04-06_11,-1.352447509765625,2,1,11,5,1,0.0
2012-04-06_12,-1.849212646484375,2,1,12,5,1,0.0
2012-04-06_13,1.439361572265625,2,1,13,5,1,0.0
2012-04-06_14,21.67779541015625,2,1,14,5,1,0.0
2012-04-06_15,45.455810546875,2,1,15,5,1,0.0
2012-04-06_16,62.92059326171875,2,1,16,5,1,0.0
2012-04-06_17,50.15447998046875,2,1,17,5,1,0.0
2012-04-06_18,10.07403564453125,2,1,18,5,1,0.0
2012-04-06_19,7.956512451171875,2,1,19,5,1,0.0
2012-04-06_20,3.7037200927734375,2,1,20,5,1,0.0
2012-04-06_21,-0.325836181640625,2,1,21,5,1,0.0
2012-04-06_22,3.0954132080078125,2,1,22,5,1,0.0
2012-04-06_23,1.3931655883789062,2,1,23,5,1,0.0
2012-04-07_0,0.803863525390625,2,1,0,6,1,0.0
2012-04-07_1,0.325531005859375,2,1,1,6,1,0.0
2012-04-07_2,-1.055206298828125,2,1,2,6,1,0.0
2012-04-07_3,-0.6633758544921875,2,1,3,6,1,0.0
2012-04-07_4,-0.04428863525390625,2,1,4,6,1,0.0
2012-04-07_5,-0.2744405269622803,2,1,5,6,1,0.0
2012-04-07_6,-1.2444992065429688,2,1,6,6,1,0.0
2012-04-07_7,-2.9845809936523438,2,1,7,6,1,0.0
2012-04-07_8,2.406341552734375,2,1,8,6,1,0.0
2012-04-07_9,2.412994384765625,2,1,9,6,1,0.0
2012-04-07_10,-2.269927978515625,2,1,10,6,1,0.0
2012-04-07_11,29.41094970703125,2,1,11,6,1,0.0
2012-04-07_12,110.845703125,2,1,12,6,1,0.0
2012-04-07_13,151.90533447265625,2,1,13,6,1,0.0
2012-04-07_14,96.39981079101562,2,1,14,6,1,0.0
2012-04-07_15,124.7783203125,2,1,15,6,1,0.0
2012-04-07_16,143.224609375,2,1,16,6,1,0.0
2012-04-07_17,96.67630004882812,2,1,17,6,1,0.0
2012-04-07_18,48.287017822265625,2,1,18,6,1,0.0
2012-04-07_19,-4.67034912109375,2,1,19,6,1,0.0
2012-04-07_20,0.3284912109375,2,1,20,6,1,0.0
2012-04-07_21,1.3427886962890625,2,1,21,6,1,0.0
2012-04-07_22,-1.0727081298828125,2,1,22,6,1,0.0
2012-04-07_23,-1.3474578857421875,2,1,23,6,1,0.0
2012-04-08_0,-0.7751617431640625,2,1,0,0,1,0.0
2012-04-08_1,-0.10193634033203125,2,1,1,0,1,0.0
2012-04-08_2,-0.8577194213867188,2,1,2,0,1,0.0
2012-04-08_3,-1.1438560485839844,2,1,3,0,1,0.0
2012-04-08_4,0.11121082305908203,2,1,4,0,1,0.0
2012-04-08_5,-0.03389167785644531,2,1,5,0,1,0.0
2012-04-08_6,-0.9027538299560547,2,1,6,0,1,0.0
2012-04-08_7,-1.5987358093261719,2,1,7,0,1,0.0
2012-04-08_8,1.027984619140625,2,1,8,0,1,0.0
2012-04-08_9,3.571990966796875,2,1,9,0,1,0.0
2012-04-08_10,-3.650909423828125,2,1,10,0,1,0.0
2012-04-08_11,-1.97747802734375,2,1,11,0,1,0.0
2012-04-08_12,-1.98126220703125,2,1,12,0,1,0.0
2012-04-08_13,4.83740234375,2,1,13,0,1,0.0
2012-04-08_14,23.878692626953125,2,1,14,0,1,0.0
2012-04-08_15,27.946197509765625,2,1,15,0,1,0.0
2012-04-08_16,5.016510009765625,2,1,16,0,1,0.0
2012-04-08_17,10.265228271484375,2,1,17,0,1,0.0
2012-04-08_18,1.9693603515625,2,1,18,0,1,0.0
2012-04-08_19,-4.018524169921875,2,1,19,0,1,0.0
2012-04-08_20,-4.375457763671875,2,1,20,0,1,0.0
2012-04-08_21,-3.6123046875,2,1,21,0,1,0.0
2012-04-08_22,-0.5337448120117188,2,1,22,0,1,0.0
2012-04-08_23,0.8530158996582031,2,1,23,0,1,0.0
2012-04-09_0,0.24475860595703125,2,1,0,1,1,0.0
2012-04-09_1,0.23235225677490234,2,1,1,1,1,0.0
2012-04-09_2,-0.1503438949584961,2,1,2,1,1,0.0
2012-04-09_3,-0.17174768447875977,2,1,3,1,1,0.0
2012-04-09_4,0.045874595642089844,2,1,4,1,1,0.0
2012-04-09_5,-0.22792434692382812,2,1,5,1,1,0.0
2012-04-09_6,-0.1599884033203125,2,1,6,1,1,0.0
2012-04-09_7,5.03271484375,2,1,7,1,1,0.0
2012-04-09_8,52.06304931640625,2,1,8,1,1,0.0
2012-04-09_9,0.484344482421875,2,1,9,1,1,0.0
2012-04-09_10,2.2588348388671875,2,1,10,1,1,0.0
2012-04-09_11,0.6245880126953125,2,1,11,1,1,0.0
2012-04-09_12,1.85223388671875,2,1,12,1,1,0.0
2012-04-09_13,2.498931884765625,2,1,13,1,1,0.0
2012-04-09_14,-2.714935302734375,2,1,14,1,1,0.0
2012-04-09_15,-2.608734130859375,2,1,15,1,1,0.0
2012-04-09_16,-4.241973876953125,2,1,16,1,1,0.0
2012-04-09_17,42.1304931640625,2,1,17,1,1,0.0
2012-04-09_18,35.7711181640625,2,1,18,1,1,0.0
2012-04-09_19,-2.89788818359375,2,1,19,1,1,0.0
2012-04-09_20,-3.24920654296875,2,1,20,1,1,0.0
2012-04-09_21,-0.290618896484375,2,3,21,1,1,0.0
2012-04-09_22,-0.3011474609375,2,2,22,1,1,0.0
2012-04-09_23,-0.2429351806640625,2,1,23,1,1,0.0
2012-04-10_0,0.2506065368652344,2,2,0,2,1,0.0
2012-04-10_1,0.07431316375732422,2,1,1,2,1,0.0
2012-04-10_2,-0.12372946739196777,2,1,2,2,1,0.0
2012-04-10_3,-0.08943629264831543,2,1,3,2,1,0.0
2012-04-10_4,-0.07055544853210449,2,1,4,2,1,0.0
2012-04-10_5,0.016000747680664062,2,1,5,2,1,0.0
2012-04-10_6,1.117156982421875,2,1,6,2,1,0.0
2012-04-10_7,7.613739013671875,2,1,7,2,1,0.0
2012-04-10_8,129.7772216796875,2,1,8,2,1,0.0
2012-04-10_9,0.344757080078125,2,1,9,2,1,0.0
2012-04-10_10,0.220489501953125,2,1,10,2,1,0.0
2012-04-10_11,-2.6496124267578125,2,1,11,2,1,0.0
2012-04-10_12,1.368072509765625,2,1,12,2,1,0.0
2012-04-10_13,-2.5643310546875,2,1,13,2,1,0.0
2012-04-10_14,-5.8769683837890625,2,1,14,2,1,0.0
2012-04-10_15,-4.47869873046875,2,1,15,2,1,0.0
2012-04-10_16,-0.798828125,2,1,16,2,1,0.0
2012-04-10_17,127.7752685546875,2,1,17,2,1,0.0
2012-04-10_18,89.409912109375,2,1,18,2,1,0.0
2012-04-10_19,-6.64691162109375,2,1,19,2,1,0.0
2012-04-10_20,-5.69085693359375,2,1,20,2,1,0.0
2012-04-10_21,0.46075439453125,2,1,21,2,1,0.0
2012-04-10_22,1.7547988891601562,2,1,22,2,1,0.0
2012-04-10_23,-0.4248542785644531,2,1,23,2,1,0.0
2012-04-11_0,0.20320701599121094,2,1,0,3,1,0.0
2012-04-11_1,0.31504058837890625,2,1,1,3,1,0.0
2012-04-11_2,-0.3057079315185547,2,1,2,3,1,0.0
2012-04-11_3,-0.03138303756713867,2,1,3,3,1,0.0
2012-04-11_5,0.012317657470703125,2,1,5,3,1,0.0
2012-04-11_6,-0.5049896240234375,2,1,6,3,1,0.0
2012-04-11_7,1.66094970703125,2,1,7,3,1,0.0
2012-04-11_8,40.40655517578125,2,1,8,3,1,0.0
2012-04-11_9,0.515655517578125,2,2,9,3,1,0.0
2012-04-11_10,1.4311370849609375,2,2,10,3,1,0.0
2012-04-11_11,1.0413055419921875,2,2,11,3,1,0.0
2012-04-11_12,0.5222320556640625,2,2,12,3,1,0.0
2012-04-11_13,-1.6685791015625,2,2,13,3,1,0.0
2012-04-11_14,1.1385498046875,2,1,14,3,1,0.0
2012-04-11_15,-0.2037506103515625,2,3,15,3,1,0.0
2012-04-11_16,0.723968505859375,2,1,16,3,1,0.0
2012-04-11_17,7.69842529296875,2,1,17,3,1,0.0
2012-04-11_18,39.03680419921875,2,3,18,3,1,0.0
2012-04-11_19,2.182769775390625,2,1,19,3,1,0.0
2012-04-11_20,4.7529296875,2,1,20,3,1,0.0
2012-04-11_21,1.9281005859375,2,1,21,3,1,0.0
2012-04-11_22,0.650482177734375,2,1,22,3,1,0.0
2012-04-11_23,-0.5760345458984375,2,1,23,3,1,0.0
2012-04-12_0,-0.07271003723144531,2,1,0,4,1,0.0
2012-04-12_1,-0.20450973510742188,2,1,1,4,1,0.0
2012-04-12_2,-0.43057966232299805,2,1,2,4,1,0.0
2012-04-12_3,-0.2887301445007324,2,1,3,4,1,0.0
2012-04-12_4,-0.10840475559234619,2,1,4,4,1,0.0
2012-04-12_5,-0.23644256591796875,2,1,5,4,1,0.0
2012-04-12_6,0.120849609375,2,1,6,4,1,0.0
2012-04-12_7,-0.235382080078125,2,1,7,4,1,0.0
2012-04-12_8,61.47332763671875,2,1,8,4,1,0.0
2012-04-12_9,-0.194610595703125,2,1,9,4,1,0.0
2012-04-12_10,0.531463623046875,2,1,10,4,1,0.0
2012-04-12_11,-0.7596435546875,2,1,11,4,1,0.0
2012-04-12_12,1.295928955078125,2,1,12,4,1,0.0
2012-04-12_13,-2.2867584228515625,2,1,13,4,1,0.0
2012-04-12_14,-2.3057098388671875,2,1,14,4,1,0.0
2012-04-12_15,-0.6673583984375,2,1,15,4,1,0.0
2012-04-12_16,-0.013671875,2,1,16,4,1,0.0
2012-04-12_17,45.5267333984375,2,1,17,4,1,0.0
2012-04-12_18,15.54229736328125,2,1,18,4,1,0.0
2012-04-12_19,11.944732666015625,2,1,19,4,1,0.0
2012-04-12_20,-2.846466064453125,2,1,20,4,1,0.0
2012-04-12_21,1.4759674072265625,2,1,21,4,1,0.0
2012-04-12_22,-1.509552001953125,2,1,22,4,1,0.0
2012-04-12_23,0.1638641357421875,2,1,23,4,1,0.0
2012-04-13_0,-1.0885658264160156,2,1,0,5,1,0.0
2012-04-13_1,0.268768310546875,2,1,1,5,1,0.0
2012-04-13_2,0.08538436889648438,2,1,2,5,1,0.0
2012-04-13_3,-0.09447288513183594,2,1,3,5,1,0.0
2012-04-13_4,-0.11516809463500977,2,2,4,5,1,0.0
2012-04-13_5,0.05759239196777344,2,2,5,5,1,0.0
2012-04-13_6,-1.1879043579101562,2,1,6,5,1,0.0
2012-04-13_7,-0.26226806640625,2,1,7,5,1,0.0
2012-04-13_8,22.6568603515625,2,1,8,5,1,0.0
2012-04-13_9,3.051361083984375,2,1,9,5,1,0.0
2012-04-13_10,3.76348876953125,2,1,10,5,1,0.0
2012-04-13_11,-3.0760955810546875,2,1,11,5,1,0.0
2012-04-13_12,11.97784423828125,2,1,12,5,1,0.0
2012-04-13_13,-1.078826904296875,2,1,13,5,1,0.0
2012-04-13_14,-1.505828857421875,2,1,14,5,1,0.0
2012-04-13_15,-2.04718017578125,2,1,15,5,1,0.0
2012-04-13_16,19.123931884765625,2,1,16,5,1,0.0
2012-04-13_17,114.42767333984375,2,1,17,5,1,0.0
2012-04-13_18,53.13702392578125,2,1,18,5,1,0.0
2012-04-13_19,1.32098388671875,2,1,19,5,1,0.0
2012-04-13_20,-1.822113037109375,2,1,20,5,1,0.0
2012-04-13_21,1.81298828125,2,1,21,5,1,0.0
2012-04-13_22,0.8801727294921875,2,1,22,5,1,0.0
2012-04-13_23,3.8062896728515625,2,1,23,5,1,0.0
2012-04-14_0,-1.9513473510742188,2,1,0,6,1,0.0
2012-04-14_1,-1.3409957885742188,2,1,1,6,1,0.0
2012-04-14_2,0.16753005981445312,2,1,2,6,1,0.0
2012-04-14_3,-0.4348297119140625,2,1,3,6,1,0.0
2012-04-14_4,-0.0957021713256836,2,1,4,6,1,0.0
2012-04-14_5,-0.12923574447631836,2,1,5,6,1,0.0
2012-04-14_6,0.07266807556152344,2,1,6,6,1,0.0
2012-04-14_7,-1.2678146362304688,2,1,7,6,1,0.0
2012-04-14_8,4.22027587890625,2,1,8,6,1,0.0
2012-04-14_9,0.409149169921875,2,1,9,6,1,0.0
2012-04-14_10,15.53424072265625,2,1,10,6,1,0.0
2012-04-14_11,85.63046264648438,2,1,11,6,1,0.0
2012-04-14_12,160.83575439453125,2,1,12,6,1,0.0
2012-04-14_13,182.54730224609375,2,1,13,6,1,0.0
2012-04-14_14,153.95712280273438,2,2,14,6,1,0.0
2012-04-14_15,161.24371337890625,2,2,15,6,1,0.0
2012-04-14_16,97.375244140625,2,2,16,6,1,0.0
2012-04-14_17,68.90509033203125,2,2,17,6,1,0.0
2012-04-14_18,13.604583740234375,2,2,18,6,1,0.0
2012-04-14_19,6.497711181640625,2,2,19,6,1,0.0
2012-04-14_20,-0.118316650390625,2,2,20,6,1,0.0
2012-04-14_21,-0.228485107421875,2,2,21,6,1,0.0
2012-04-14_22,-1.344879150390625,2,2,22,6,1,0.0
2012-04-14_23,-2.1226806640625,2,2,23,6,1,0.0
2012-04-15_0,0.3513336181640625,2,2,0,0,1,0.0
2012-04-15_1,1.4459609985351562,2,2,1,0,1,0.0
2012-04-15_2,-1.9217376708984375,2,2,2,0,1,0.0
2012-04-15_3,-0.2115325927734375,2,2,3,0,1,0.0
2012-04-15_4,0.5700349807739258,2,2,4,0,1,0.0
2012-04-15_5,0.2825613021850586,2,1,5,0,1,0.0
2012-04-15_6,-0.100067138671875,2,1,6,0,1,0.0
2012-04-15_7,1.1458396911621094,2,1,7,0,1,0.0
2012-04-15_8,-0.8037948608398438,2,1,8,0,1,0.0
2012-04-15_9,2.093170166015625,2,1,9,0,1,0.0
2012-04-15_10,1.08245849609375,2,1,10,0,1,0.0
2012-04-15_11,37.192596435546875,2,1,11,0,1,0.0
2012-04-15_12,146.6263427734375,2,1,12,0,1,0.0
2012-04-15_13,177.8665771484375,2,1,13,0,1,0.0
2012-04-15_14,134.49453735351562,2,1,14,0,1,0.0
2012-04-15_15,116.3856201171875,2,1,15,0,1,0.0
2012-04-15_16,121.52603149414062,2,1,16,0,1,0.0
2012-04-15_17,130.06814575195312,2,1,17,0,1,0.0
2012-04-15_18,0.636993408203125,2,1,18,0,1,0.0
2012-04-15_19,-0.937103271484375,2,1,19,0,1,0.0
2012-04-15_20,3.428924560546875,2,1,20,0,1,0.0
2012-04-15_21,0.34783935546875,2,1,21,0,1,0.0
2012-04-15_22,0.6187591552734375,2,1,22,0,1,0.0
2012-04-15_23,-0.3128662109375,2,1,23,0,1,0.0
2012-04-16_0,-0.629547119140625,2,1,0,1,1,0.0
2012-04-16_1,-1.3777141571044922,2,1,1,1,1,0.0
2012-04-16_2,-0.4072895050048828,2,1,2,1,1,0.0
